
1555724111999,10
1555724140237,10
1555724064879,10
1555724147917,10
1555723987285,10
1555724090653,10
1555723988656,10
1555724072066,10
1555724119275,10
1555724110216,10
1555724332242,10
1555724283589,10
1555724289416,10
1555724208046,10
1555724211695,10
1555724264297,10
1555724214602,10
1555724182414,10
1555724214602,10
1555724305418,10
1555724510748,10
1555724439833,10
1555724419811,10
1555724496839,10
1555724502271,10
1555724347508,10
1555724514305,10
1555724371434,10
1555724479569,10
1555724417404,10
1555724522367,10
1555724555876,10
1555724690059,10
1555724694033,10
1555724625593,10
1555724634604,10
1555724656940,10
1555724536061,10
1555724586646,10
1555724613551,10
1555724807497,10
1555724742772,10
1555724703509,10
1555724815614,10
1555724860919,10
1555724781852,10
1555724700498,10
1555724743821,10
1555724773932,10
1555724730692,10
1555724920271,10
1555724928335,10
1555725028083,10
1555724985182,10
1555724966293,10
1555724891749,10
1555725025462,10
1555724951358,10
1555724951787,10
1555724897110,10
1555725121604,10
1555725232826,10
1555725108099,10
1555725068462,10
1555725118162,10
1555725113241,10
1555725199809,10
1555725171569,10
1555725075763,10
1555725157254,10
1555725295613,10
1555725317838,10
1555725385266,10
1555725355949,10
1555725316382,10
1555725379998,10
1555725241677,10
1555725264378,10
1555725293886,10
1555725277523,10
1555725595073,10
1555725546686,10
1555725499618,10
1555725541155,10
1555725550154,10
1555725587387,10
1555725514129,10
1555725471845,10
1555725544937,10
1555725428692,10
